,BedRoooms,Width,Square,Length,Floors,Kitchen,DiningRoom,Type,Juridical,CarParking,Direction,Rooftop,PricePerMet,DistrictPoint,WardPoint,RoadPoint,WidthRoad
262,4.0,5.0,90.0,18.0,2.0,1,1,14,1.0,1,,1,36.67,2,5.0,1733.0,6.0
263,,5.0,100.0,20.0,,0,0,2,1.0,1,6.0,0,26.5,4,45.0,799.0,5.5
264,,4.5,81.0,18.0,,0,0,2,1.0,1,1.0,0,62.96,2,5.0,646.0,10.5
265,,5.0,90.0,18.0,,0,0,2,1.0,1,2.0,0,33.89,2,5.0,1734.0,7.5
266,,5.0,100.0,20.0,,0,0,2,1.0,1,7.0,0,46.0,6,37.0,428.0,11.5
267,,5.0,105.0,21.0,,0,0,2,1.0,1,1.0,0,23.81,4,41.0,1735.0,7.5
268,3.0,4.0,50.0,13.0,3.0,1,1,9,1.0,1,7.0,1,77.0,3,6.0,1108.0,48.0
269,2.0,4.0,48.0,12.0,2.0,1,1,9,1.0,1,2.0,0,52.08,3,7.0,1719.0,7.0
270,,3.5,61.0,20.0,,0,0,14,1.0,1,,0,52.46,1,17.0,968.0,5.0
271,3.0,3.5,46.0,14.0,3.0,1,1,9,1.0,1,6.0,1,69.57,3,10.0,524.0,9.0
272,3.0,7.5,150.0,20.0,3.0,1,1,14,1.0,1,3.0,1,66.66,4,45.0,868.0,15.0
273,3.0,4.5,96.0,22.0,3.0,1,1,14,1.0,1,7.0,1,104.17,6,37.0,759.0,30.0
274,3.0,5.0,100.0,20.0,2.0,1,1,14,1.0,0,4.0,1,48.0,4,45.0,1736.0,10.0
275,2.0,5.0,100.0,20.0,1.0,0,0,2,1.0,0,6.0,0,25.9,4,45.0,993.0,5.5
276,14.0,4.5,150.0,33.0,9.0,0,0,14,1.0,0,,0,179.33,6,36.0,149.0,4.0
277,14.0,4.5,150.0,33.0,9.0,0,0,14,1.0,0,,0,179.33,6,36.0,111.0,7.5
278,3.0,5.0,100.0,20.0,2.0,0,0,14,1.0,0,7.0,0,46.0,4,45.0,1721.0,7.5
279,3.0,6.0,140.0,,2.0,0,0,14,,0,,0,32.14,5,32.0,974.0,48.0
280,3.0,6.0,85.0,14.0,2.0,0,0,14,,0,,0,44.71,3,6.0,413.0,45.0
281,3.0,5.0,42.0,8.5,3.0,1,1,14,1.0,1,,1,90.21,3,7.0,1709.0,5.0
282,,5.0,80.0,16.0,,0,0,2,1.0,0,3.0,0,33.12,2,5.0,559.0,5.5
283,,5.0,100.0,100.0,,0,0,2,1.0,0,,0,53.5,2,5.0,1737.0,7.5
284,,5.0,121.0,23.0,,0,0,3,1.0,0,2.0,0,30.99,4,45.0,1738.0,7.5
285,,5.0,120.0,24.0,,0,0,3,1.0,0,1.0,0,35.42,4,45.0,1736.0,10.0
286,,5.0,91.0,,,0,0,2,1.0,0,3.0,0,36.15,6,39.0,471.0,5.5
287,3.0,5.0,75.0,15.0,3.0,1,0,14,1.0,0,,0,73.33,1,27.0,823.0,5.5
288,4.0,5.0,90.0,18.0,3.0,1,1,14,1.0,1,,1,65.56,1,22.0,1511.0,7.5
289,3.0,5.0,100.0,20.0,3.0,1,1,14,1.0,1,,1,45.0,4,45.0,604.0,7.5
290,3.0,5.0,100.0,20.0,2.0,1,1,14,1.0,1,,1,50.0,2,5.0,1739.0,10.0
291,3.0,5.0,70.0,14.0,2.0,1,1,9,1.0,1,,1,50.0,4,44.0,1740.0,5.5
292,2.0,7.15,95.0,14.5,3.0,1,1,14,1.0,1,1.0,1,82.11,5,31.0,1606.0,8.0
293,11.0,5.0,95.0,18.6,4.0,1,1,14,,1,3.0,1,110.53,5,32.0,1481.0,5.5
294,7.0,5.0,60.0,12.0,4.0,1,1,12,1.0,1,7.0,1,175.0,6,36.0,1741.0,5.5
295,,10.0,200.0,20.0,,0,0,2,1.0,0,4.0,0,65.0,6,39.0,958.0,7.5
296,50.0,12.0,260.0,22.0,12.0,1,1,1,3.0,1,8.0,1,307.69,6,36.0,322.0,15.0
297,90.0,20.0,450.0,,11.0,1,1,1,1.0,1,,1,266.67,5,33.0,1742.0,10.0
298,56.0,10.0,210.0,20.0,12.0,1,1,1,3.0,1,2.0,1,309.52,5,33.0,1743.0,
299,3.0,6.0,69.0,12.0,4.0,1,1,14,1.0,1,8.0,1,82.61,6,36.0,1694.0,7.5
300,5.0,6.0,150.0,24.0,4.0,1,1,14,1.0,1,6.0,1,66.67,5,34.0,1523.0,15.0
301,3.0,5.0,70.0,14.0,2.0,1,1,9,1.0,1,,1,35.71,2,3.0,476.0,5.0
302,3.0,5.0,61.0,11.0,2.0,0,0,14,1.0,0,2.0,0,81.8,6,36.0,1423.0,3.5
303,4.0,3.9,86.0,22.0,3.0,0,0,9,1.0,0,6.0,0,59.3,5,35.0,721.0,6.0
304,1.0,5.0,85.0,17.0,1.0,0,0,9,,0,,0,52.94,1,22.0,1482.0,6.0
305,3.0,4.5,72.0,17.0,2.0,0,0,9,1.0,0,3.0,0,46.53,2,3.0,1075.0,24.0
306,4.0,5.0,70.0,14.0,3.0,0,0,14,1.0,0,3.0,0,85.0,1,28.0,824.0,5.5
307,3.0,5.0,145.0,25.0,2.0,0,0,14,1.0,0,6.0,0,82.76,1,27.0,962.0,7.0
308,3.0,4.0,60.0,15.0,3.0,0,0,14,1.0,0,3.0,0,68.33,2,5.0,1414.0,6.3
309,3.0,5.0,70.0,14.0,3.0,0,0,14,1.0,0,5.0,0,77.14,1,28.0,652.0,5.5
310,4.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,7.0,0,50.0,4,45.0,1744.0,7.5
311,2.0,4.0,57.0,12.0,1.0,0,0,14,1.0,0,1.0,0,96.49,5,35.0,721.0,6.0
312,3.0,5.0,63.0,16.0,3.0,0,0,9,1.0,0,5.0,0,71.43,3,8.0,514.0,7.0
313,,7.0,75.0,13.0,,0,0,2,1.0,0,5.0,0,41.33,2,2.0,378.0,6.0
314,4.0,5.0,150.0,30.0,3.0,0,0,14,1.0,0,4.0,0,82.0,1,28.0,1104.0,5.5
315,19.0,5.0,170.0,30.0,5.0,0,0,14,1.0,0,3.0,0,61.76,6,37.0,428.0,11.5
316,,7.5,150.0,20.0,,0,0,2,1.0,0,7.0,0,22.0,2,4.0,1710.0,7.5
317,2.0,4.0,52.0,14.0,1.0,0,0,9,1.0,0,2.0,0,32.69,4,44.0,1740.0,5.5
318,3.0,5.0,86.0,17.0,3.0,0,0,14,1.0,0,5.0,0,44.19,4,42.0,549.0,3.7
319,2.0,4.0,60.0,15.0,1.0,0,0,9,1.0,0,3.0,0,15.83,2,4.0,,3.0
320,3.0,4.5,94.0,19.0,3.0,0,0,14,1.0,0,4.0,0,170.21,1,19.0,831.0,9.0
321,3.0,4.5,72.0,15.0,2.0,0,0,14,1.0,0,1.0,0,73.61,1,27.0,376.0,5.5
322,,4.0,64.0,15.0,,0,0,2,1.0,0,1.0,0,43.75,1,27.0,3.0,21.0
323,,5.0,100.0,20.0,,0,0,2,1.0,0,1.0,0,45.0,6,38.0,848.0,6.0
324,4.0,7.0,150.0,28.0,4.0,0,0,9,1.0,0,2.0,0,60.0,5,35.0,721.0,6.0
325,,5.0,100.0,20.0,,0,0,2,1.0,0,3.0,0,58.9,4,45.0,1745.0,10.0
326,,5.0,117.0,22.0,,0,0,2,1.0,0,2.0,0,34.19,2,2.0,1507.0,5.5
327,4.0,4.5,58.0,13.0,4.0,0,0,14,1.0,0,7.0,0,91.38,1,17.0,1035.0,5.5
328,8.0,4.5,68.0,14.0,4.0,0,0,14,1.0,0,7.0,0,136.03,5,33.0,1413.0,6.0
329,4.0,4.5,85.0,18.0,3.0,0,0,9,1.0,0,3.0,0,52.71,3,10.0,705.0,16.0
330,2.0,5.0,90.0,18.0,1.0,0,0,9,1.0,0,3.0,0,23.89,2,5.0,1054.0,6.0
331,4.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,6.0,0,60.0,4,45.0,1724.0,7.5
332,2.0,4.5,81.0,16.0,1.0,0,0,9,1.0,0,1.0,0,26.54,4,44.0,1740.0,5.5
333,3.0,5.5,57.0,12.0,3.0,0,0,14,1.0,0,1.0,0,85.09,4,41.0,753.0,7.0
334,4.0,5.0,85.0,18.0,3.0,0,0,14,1.0,0,2.0,0,85.88,5,31.0,683.0,11.5
335,,5.0,118.0,25.0,,0,0,2,1.0,0,4.0,0,127.12,1,27.0,,15.0
336,3.0,5.0,90.0,18.0,3.0,0,0,14,1.0,0,7.0,0,65.56,4,45.0,1746.0,7.5
337,3.0,4.0,68.0,16.0,2.0,0,0,9,1.0,0,7.0,0,43.97,2,5.0,1414.0,6.3
338,,4.3,89.0,17.0,,0,0,2,1.0,0,3.0,0,21.24,2,5.0,1084.0,6.0
339,4.0,5.0,92.0,18.0,3.0,0,0,14,1.0,0,6.0,0,88.04,4,40.0,1747.0,7.5
340,5.0,5.0,218.0,35.0,3.0,0,0,14,1.0,0,7.0,0,8.03,1,22.0,977.0,5.5
341,4.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,3.0,0,90.0,5,29.0,966.0,10.0
342,,4.0,55.0,15.0,,0,0,2,1.0,0,1.0,0,42.73,3,15.0,514.0,7.0
343,,8.0,164.0,28.0,,0,0,2,1.0,0,1.0,0,39.63,4,42.0,1748.0,7.5
344,,5.0,100.0,20.0,,0,0,2,1.0,0,8.0,0,29.0,4,44.0,254.0,5.5
345,3.0,5.0,75.0,15.0,3.0,0,0,14,1.0,0,1.0,0,56.0,4,40.0,458.0,5.5
346,,15.0,375.0,25.0,,0,0,2,1.0,0,2.0,0,66.67,2,5.0,1108.0,48.0
347,3.0,4.0,48.0,14.0,3.0,0,0,9,1.0,0,8.0,0,57.92,3,15.0,303.0,5.5
348,4.0,5.0,75.0,15.0,3.0,0,0,14,1.0,0,7.0,0,79.33,2,5.0,1010.0,5.5
349,4.0,6.2,59.0,12.0,3.0,0,0,9,1.0,0,7.0,0,98.31,1,19.0,831.0,9.0
350,3.0,4.0,52.0,15.0,3.0,0,0,9,1.0,0,3.0,0,67.31,1,18.0,462.0,21.0
351,2.0,4.0,40.0,10.0,1.0,0,0,9,1.0,0,3.0,0,20.5,2,5.0,1054.0,6.0
352,4.0,10.0,170.0,17.0,3.0,0,0,14,1.0,0,1.0,0,82.35,3,15.0,1509.0,7.5
353,3.0,4.5,90.0,18.0,2.0,0,0,14,1.0,0,2.0,0,64.44,4,42.0,741.0,10.5
354,3.0,4.0,80.0,19.0,3.0,0,0,14,1.0,0,2.0,0,73.75,3,15.0,1749.0,5.5
355,7.0,5.0,90.0,18.0,5.0,0,0,14,1.0,0,3.0,0,121.11,5,32.0,727.0,5.5
356,3.0,5.0,82.0,17.0,5.0,0,0,14,1.0,0,3.0,0,128.05,1,26.0,211.0,5.5
357,5.0,8.0,168.0,21.0,3.0,1,1,8,1.0,1,,1,159.52,1,28.0,,22.0
358,8.0,,85.0,,6.0,1,1,14,,1,,1,188.24,3,12.0,413.0,45.0
359,,11.5,207.0,,,0,0,2,1.0,0,3.0,0,66.18,1,16.0,411.0,5.5
360,2.0,4.0,97.0,24.0,1.0,0,0,14,1.0,0,3.0,0,64.95,6,37.0,1750.0,7.5
361,,5.0,97.0,19.5,,0,0,2,1.0,0,8.0,0,62.89,4,40.0,1751.0,7.5
362,1.0,,125.0,,1.0,0,0,14,,0,,0,28.0,6,38.0,132.0,5.5
363,6.0,4.5,72.0,16.0,4.0,1,1,14,1.0,1,,1,79.17,4,40.0,1752.0,5.5
364,3.0,4.0,55.0,,4.0,0,0,9,1.0,0,2.0,0,72.18,1,16.0,423.0,5.5
365,7.0,,100.0,,7.0,0,0,8,,0,,0,150.0,6,36.0,1559.0,6.0
366,5.0,5.0,97.0,,4.0,0,0,14,,0,,0,108.25,1,28.0,1753.0,10.0
367,4.0,7.4,102.0,13.8,3.0,1,1,14,1.0,1,,1,87.25,1,16.0,1449.0,4.5
368,4.0,5.0,70.0,14.0,3.0,1,1,14,1.0,1,,1,171.43,6,36.0,438.0,10.5
369,,,90.0,,,0,0,2,,0,,0,66.67,3,14.0,658.0,10.5
370,,,120.0,,,0,0,2,1.0,0,,0,7.5,7,54.0,1703.0,4.0
371,,,100.0,,,0,0,2,,0,,0,61.0,1,28.0,1072.0,7.5
372,4.0,,594.0,,3.0,0,0,14,1.0,0,,0,42.09,6,39.0,404.0,3.5
373,,,125.0,,,0,0,2,,0,,0,54.24,1,27.0,1364.0,5.5
374,4.0,4.0,43.0,12.0,5.0,0,0,9,1.0,0,7.0,0,95.35,3,12.0,651.0,10.5
375,,5.0,70.0,14.0,,0,0,2,,0,,0,74.29,5,35.0,463.0,10.5
376,3.0,5.0,82.0,17.0,3.0,0,0,14,1.0,0,7.0,0,42.68,2,5.0,1596.0,5.5
377,,,20000.0,,,0,0,6,,0,,0,0.34,7,53.0,,
378,4.0,5.0,90.0,18.0,3.0,0,0,14,1.0,0,7.0,0,87.78,1,27.0,1683.0,7.5
379,3.0,4.0,51.0,12.0,3.0,0,0,9,1.0,0,7.0,0,89.22,1,27.0,1412.0,3.0
380,3.0,5.0,95.0,,3.0,0,0,14,1.0,0,2.0,0,63.16,6,37.0,428.0,11.5
381,,,190.0,,,0,0,2,1.0,0,5.0,0,43.16,7,53.0,1754.0,10.0
382,2.0,5.5,60.0,,2.0,0,0,14,1.0,0,1.0,0,68.33,5,34.0,1704.0,5.0
383,5.0,,70.0,,4.0,0,0,14,,0,,0,81.43,6,36.0,1694.0,7.5
384,7.0,,60.0,,4.0,0,0,14,,0,,0,146.67,6,36.0,1755.0,5.0
385,2.0,,80.0,,1.0,0,0,14,,0,,0,53.75,2,5.0,1054.0,6.0
386,3.0,5.7,149.0,26.4,2.0,1,1,14,1.0,1,2.0,0,32.21,2,3.0,476.0,5.0
387,3.0,15.0,440.0,28.0,3.0,0,0,8,1.0,0,6.0,0,34.77,6,39.0,382.0,10.5
388,6.0,,110.0,,5.0,0,0,14,1.0,0,,0,240.91,3,12.0,1146.0,16.0
389,3.0,15.0,427.0,28.0,2.0,0,0,8,1.0,0,4.0,0,29.27,6,39.0,1342.0,15.0
390,2.0,4.5,100.0,21.1,1.0,1,1,2,1.0,1,7.0,0,60.0,6,36.0,35.0,15.0
391,3.0,5.0,100.0,20.0,2.0,0,0,14,,0,,0,30.0,1,20.0,1732.0,7.5
392,1.0,5.0,33.0,6.0,6.0,1,1,15,1.0,0,3.0,1,17.88,3,13.0,705.0,16.0
393,1.0,5.0,32.0,6.0,6.0,1,1,15,1.0,0,3.0,1,17.19,5,35.0,721.0,6.0
394,,5.0,100.0,20.0,,0,0,2,1.0,0,7.0,0,37.5,4,45.0,1744.0,7.5
395,4.0,12.0,250.0,19.0,2.0,1,1,8,1.0,1,3.0,1,38.4,6,36.0,649.0,24.0
396,4.0,4.5,72.0,16.0,3.0,0,0,9,,0,,0,48.61,1,23.0,605.0,10.5
397,,10.0,150.0,15.0,,0,0,2,1.0,0,,0,7.0,7,54.0,1703.0,4.0
398,3.0,15.0,427.0,27.0,3.0,0,0,8,1.0,1,4.0,1,29.27,6,39.0,1692.0,15.0
399,,5.0,120.0,24.0,,0,0,2,1.0,0,1.0,0,75.0,5,32.0,974.0,48.0
400,7.0,5.0,60.0,14.0,4.0,0,0,14,1.0,0,,0,146.67,6,36.0,1741.0,5.5
401,3.0,5.0,125.0,25.0,3.0,1,1,14,1.0,1,1.0,1,188.0,5,33.0,1207.0,56.0
402,5.0,5.0,100.0,20.0,3.0,1,1,2,1.0,1,2.0,1,118.0,4,45.0,1726.0,27.0
403,,5.0,160.0,,,0,0,2,1.0,0,,0,13.12,2,3.0,1075.0,24.0
404,3.0,17.0,252.0,15.0,1.0,1,1,2,,0,,0,39.68,5,29.0,1756.0,5.5
405,,5.0,93.0,18.5,,0,0,2,1.0,0,,0,43.01,5,29.0,1757.0,5.5
406,3.0,7.0,70.0,10.0,3.0,1,1,15,1.0,1,6.0,1,3.57,2,2.0,1758.0,10.0
407,5.0,7.0,250.0,,3.0,1,1,14,1.0,1,3.0,1,10.0,7,53.0,1759.0,7.5
408,18.0,5.0,90.0,,7.0,1,1,1,1.0,1,,1,195.56,6,36.0,733.0,7.5
409,,5.0,100.0,20.0,,0,0,2,1.0,0,3.0,0,19.8,6,39.0,1692.0,15.0
410,5.0,6.3,90.0,15.0,1.0,1,1,9,1.0,0,,0,33.11,1,27.0,1412.0,3.0
411,2.0,5.0,55.0,11.0,2.0,1,1,9,1.0,1,,1,64.55,1,27.0,1412.0,3.0
412,3.0,10.0,165.0,,3.0,1,1,14,1.0,1,,1,19.97,3,7.0,867.0,6.0
413,5.0,7.0,70.0,,3.0,1,1,9,,1,,1,74.29,1,26.0,605.0,10.5
414,4.0,6.0,60.0,10.0,4.0,1,1,9,1.0,0,8.0,1,90.0,1,23.0,831.0,9.0
415,3.0,6.0,85.0,14.0,2.0,1,1,9,1.0,0,1.0,0,50.59,3,11.0,413.0,45.0
416,3.0,4.0,50.0,12.0,3.0,1,1,9,1.0,0,7.0,1,77.0,1,16.0,423.0,5.5
417,4.0,7.0,95.0,13.5,3.0,1,1,9,1.0,0,2.0,1,55.79,1,27.0,1412.0,3.0
418,2.0,4.0,62.0,15.1,2.0,1,1,9,1.0,0,4.0,0,56.45,1,28.0,3.0,21.0
419,,25.5,535.0,22.0,,0,0,2,1.0,0,7.0,0,320.0,6,36.0,438.0,10.5
420,,25.5,920.0,36.5,17.0,0,0,3,,0,7.0,0,289.13,6,36.0,438.0,10.5
421,2.0,7.0,71.0,10.0,7.0,1,1,15,1.0,1,6.0,1,25.35,6,39.0,1691.0,33.0
422,2.0,7.0,69.0,10.0,9.0,1,1,15,1.0,1,6.0,1,19.57,6,39.0,1691.0,33.0
423,3.0,,75.0,,3.0,1,1,14,,1,2.0,1,59.33,2,5.0,750.0,5.5
424,4.0,4.0,56.0,14.0,3.0,1,1,9,1.0,1,,1,80.36,1,23.0,962.0,7.0
425,2.0,,60.0,,2.0,0,0,9,,0,,0,58.33,6,37.0,221.0,15.0
426,2.0,,110.0,,2.0,0,0,14,,0,,0,32.73,4,45.0,1760.0,7.5
427,3.0,4.19,71.0,14.87,3.0,0,0,9,,0,,0,63.38,1,27.0,962.0,7.0
428,,,329.0,,,0,0,2,,0,,0,202.43,6,37.0,1692.0,15.0
429,,,52.0,,,0,0,2,,0,,0,50.96,1,27.0,1412.0,3.0
430,,,140.0,,,0,0,3,,0,,0,52.14,6,37.0,670.0,8.0
431,2.0,,60.0,,2.0,0,0,9,,0,,0,58.33,6,37.0,221.0,15.0
432,3.0,,100.0,,3.0,0,0,14,,0,,0,55.0,4,45.0,1761.0,7.5
433,,,52.0,,,0,0,2,,0,,0,50.96,1,27.0,1412.0,3.0
434,4.0,4.5,86.0,,2.0,0,0,14,,0,,0,76.74,1,28.0,842.0,5.5
435,1.0,4.0,100.0,25.0,1.0,1,1,9,1.0,1,,1,27.2,1,27.0,1412.0,3.0
436,4.0,5.0,59.0,12.0,3.0,1,1,9,1.0,0,,1,52.54,1,27.0,701.0,3.5
437,3.0,3.5,89.0,14.0,2.0,1,1,9,1.0,1,,1,40.45,6,36.0,1762.0,7.0
438,,40.0,800.0,20.0,,0,0,2,,0,,0,3.12,7,56.0,,5.0
439,3.0,3.7,40.0,11.0,2.0,1,1,9,1.0,1,,1,52.5,1,27.0,962.0,7.0
440,4.0,4.7,57.0,,3.0,1,1,9,,1,,1,56.14,3,9.0,1510.0,10.5
441,2.0,4.5,60.0,13.0,1.0,0,0,14,1.0,0,,0,65.83,1,17.0,1035.0,5.5
442,3.0,5.0,75.0,17.0,2.0,0,0,14,1.0,0,,0,53.33,5,31.0,1383.0,3.5
443,,4.5,99.0,22.0,,0,0,2,1.0,0,,0,95.96,1,26.0,989.0,5.5
444,,10.0,216.0,,,0,0,2,1.0,0,,0,48.61,5,32.0,1137.0,8.0
445,,5.0,125.0,25.0,,0,0,2,1.0,0,,0,86.4,6,37.0,759.0,30.0
446,2.0,,80.0,,3.0,0,0,9,,0,,0,55.0,3,11.0,705.0,16.0
447,3.0,5.0,80.0,,2.0,0,0,9,,0,,0,46.12,1,16.0,831.0,9.0
448,2.0,9.5,170.0,,1.0,0,0,14,,0,,0,70.59,5,33.0,1444.0,5.5
449,4.0,5.0,176.0,18.0,2.0,1,1,14,,1,3.0,1,18.18,4,42.0,1604.0,24.0
450,3.0,5.0,88.0,17.6,3.0,1,1,14,1.0,1,3.0,1,54.55,3,14.0,1094.0,8.5
451,3.0,6.0,118.0,20.0,2.0,0,0,14,1.0,0,,0,65.25,5,30.0,344.0,10.5
452,20.0,35.0,595.0,17.0,4.0,1,1,14,1.0,1,,1,62.86,4,40.0,1243.0,10.0
453,4.0,5.7,88.0,15.4,4.0,1,1,14,1.0,1,,1,255.68,1,20.0,712.0,9.0
454,,20.0,1500.0,75.0,,0,0,2,1.0,0,,0,169.33,1,18.0,836.0,10.5
455,15.0,5.0,100.0,20.0,8.0,1,1,10,1.0,1,,1,155.0,1,16.0,831.0,9.0
456,,6.0,90.0,15.0,,0,0,2,1.0,0,,0,222.22,1,24.0,712.0,9.0
457,3.0,5.0,120.0,12.0,2.0,1,1,14,1.0,1,,1,29.17,1,28.0,594.0,5.5
458,3.0,5.0,83.0,17.6,3.0,1,1,14,1.0,1,,1,48.19,1,22.0,1732.0,7.5
459,3.0,5.0,210.0,14.0,3.0,1,1,14,1.0,1,,1,22.86,1,17.0,1.0,27.5
460,4.0,5.0,150.0,30.0,2.0,0,0,14,,0,,0,23.33,6,39.0,1763.0,6.0
461,4.0,5.0,90.0,19.0,2.0,1,1,9,,0,,1,38.89,3,11.0,413.0,45.0
462,3.0,5.0,150.0,10.0,3.0,0,0,14,1.0,0,,0,23.33,1,27.0,962.0,7.0
463,49.0,10.0,200.0,20.0,10.0,1,1,1,1.0,1,,1,387.5,5,33.0,509.0,7.5
464,,5.0,100.0,20.0,,0,0,2,1.0,0,,0,40.0,4,45.0,1724.0,7.5
465,,18.0,250.0,14.0,,0,0,2,1.0,0,,0,50.0,4,45.0,1764.0,7.5
466,3.0,4.0,70.0,18.0,2.0,1,1,9,1.0,1,,1,52.86,3,15.0,303.0,5.5
467,,5.1,109.0,21.7,,0,0,14,,0,,0,105.5,5,34.0,1004.0,9.0
468,,5.1,109.0,21.7,,0,0,14,,0,,0,105.5,5,34.0,1004.0,9.0
469,2.0,4.75,100.0,21.0,,0,0,14,1.0,0,1.0,0,45.0,3,15.0,1495.0,5.0
470,,5.0,50.0,10.0,,0,0,9,,0,8.0,0,40.0,3,13.0,1208.0,6.0
471,8.0,4.5,81.0,18.0,,0,0,12,,0,,0,60.49,4,40.0,1765.0,10.5
472,,3.7,35.0,9.4,,0,0,14,,0,7.0,0,42.29,3,,658.0,10.5
473,,15.0,300.0,20.0,,0,0,2,1.0,0,,0,56.67,4,45.0,1764.0,7.5
474,4.0,,40.0,,3.0,0,0,14,,0,,0,217.5,3,12.0,383.0,8.0
475,,5.0,100.0,20.0,,0,0,2,1.0,0,,0,50.0,4,45.0,1766.0,7.5
476,5.0,9.0,195.0,20.0,2.0,1,1,14,1.0,1,,1,110.26,1,28.0,3.0,21.0
477,,18.0,384.0,21.3,,0,0,2,1.0,0,,0,59.9,4,45.0,,8.0
478,91.0,22.0,380.0,18.0,21.0,1,1,9,1.0,1,,1,526.31,5,32.0,1207.0,56.0
479,,,100.0,,,0,0,2,,0,,0,39.0,4,45.0,1724.0,7.5
480,,4.0,60.0,15.0,,0,0,2,,0,,0,75.0,1,28.0,1116.0,7.5
481,4.0,5.0,120.0,25.0,3.0,0,0,14,,0,,0,73.33,1,27.0,538.0,7.5
482,3.0,5.0,75.0,17.0,3.0,0,0,14,,0,,0,74.67,2,5.0,1280.0,5.5
483,4.0,5.0,80.0,18.0,3.0,0,0,9,1.0,0,,0,58.75,3,12.0,524.0,9.0
484,6.0,10.0,600.0,20.0,3.0,0,0,8,,0,,0,21.67,6,37.0,720.0,7.5
485,1.0,4.1,62.0,15.0,1.0,0,0,14,,0,,0,72.58,6,36.0,102.0,3.5
486,,5.0,100.0,20.0,,0,0,2,,0,,0,32.5,4,45.0,664.0,7.5
487,6.0,5.0,115.0,23.0,5.0,0,0,14,,0,,0,66.96,4,45.0,1767.0,7.0
488,6.0,5.0,115.0,23.0,5.0,0,0,14,,0,,0,66.96,4,45.0,1767.0,7.0
489,4.0,5.0,150.0,11.0,3.0,0,0,14,,0,,0,23.67,3,13.0,514.0,7.0
490,,5.25,141.0,26.5,,0,0,2,1.0,1,1.0,0,148.94,5,33.0,1152.0,15.0
491,3.0,5.0,87.0,17.5,3.0,1,1,14,1.0,1,7.0,1,88.51,5,32.0,1365.0,5.5
492,,5.0,90.0,18.0,,0,0,2,1.0,1,1.0,0,26.11,4,41.0,,5.5
493,2.0,4.0,41.0,10.0,1.0,1,1,14,1.0,1,5.0,0,95.12,6,36.0,102.0,3.5
494,,4.5,112.0,25.0,,0,0,2,1.0,1,1.0,0,28.12,2,4.0,629.0,7.0
495,,5.0,136.0,27.5,,0,0,2,1.0,1,2.0,0,22.79,2,4.0,496.0,7.5
496,,10.0,175.0,17.5,,0,0,2,1.0,1,1.0,0,48.57,6,37.0,1768.0,5.5
497,,10.0,190.0,19.0,,0,0,2,1.0,1,7.0,0,44.21,6,37.0,1442.0,7.5
498,,5.0,95.0,19.0,,0,0,2,1.0,1,7.0,0,44.21,6,37.0,1442.0,7.5
499,,6.0,84.0,14.0,,0,0,2,1.0,1,6.0,0,33.33,4,41.0,1769.0,5.5
500,2.0,4.2,86.0,19.6,1.0,1,1,14,1.0,1,6.0,0,45.35,4,42.0,1418.0,6.0
501,,5.0,106.0,21.2,,0,0,2,1.0,1,1.0,0,32.55,4,41.0,706.0,7.5
502,,5.0,118.0,23.5,,0,0,2,1.0,1,7.0,0,19.49,2,2.0,,7.5
503,2.0,5.0,92.0,18.5,1.0,1,1,14,1.0,1,7.0,0,60.87,1,27.0,645.0,5.5
504,5.0,5.0,100.0,20.0,5.0,0,0,12,1.0,1,2.0,0,32.9,4,40.0,1770.0,3.5
505,,5.0,75.0,15.0,,0,0,2,1.0,1,7.0,0,40.0,4,40.0,1716.0,5.5
506,,10.0,200.0,20.0,,0,0,2,1.0,1,1.0,0,76.0,3,7.0,833.0,15.0
507,4.0,5.0,85.0,17.0,3.0,1,1,14,1.0,1,4.0,1,147.06,5,32.0,338.0,15.0
508,13.0,5.0,100.0,20.0,3.0,0,0,12,1.0,1,4.0,0,61.0,2,5.0,375.0,10.5
509,12.0,5.0,90.0,18.0,5.0,1,1,14,1.0,1,1.0,1,155.56,6,37.0,649.0,24.0
510,,5.0,97.0,19.5,,0,0,2,1.0,1,7.0,0,31.96,4,42.0,753.0,7.0
511,,10.0,180.0,18.0,,0,0,2,1.0,1,7.0,0,94.44,5,29.0,1646.0,10.0
512,,5.0,100.0,20.0,,0,0,2,1.0,1,4.0,0,55.0,4,40.0,606.0,7.5
513,2.0,5.0,75.0,15.0,2.0,1,1,14,1.0,1,7.0,1,56.0,4,40.0,1083.0,5.5
514,,11.0,145.0,15.0,,0,0,2,1.0,1,,0,31.03,2,3.0,1108.0,48.0
515,2.0,4.37,56.0,13.0,1.0,1,1,14,1.0,1,7.0,0,75.0,6,36.0,102.0,3.5
516,,5.0,120.0,24.0,,0,0,2,1.0,1,5.0,0,50.0,2,5.0,1707.0,15.0
517,2.0,5.0,118.0,23.6,1.0,1,1,14,1.0,1,1.0,0,33.05,5,30.0,929.0,5.5
518,4.0,4.5,82.0,18.0,1.0,0,0,12,1.0,1,7.0,0,51.22,3,7.0,866.0,5.5
519,2.0,4.4,57.0,12.9,1.0,1,1,9,1.0,1,3.0,0,73.68,5,34.0,,3.5
